index,tags,text,top_sent_1,top_sent_tag_1,top_sent_score_1,top_sent_2,top_sent_tag_2,top_sent_score_2,top_sent_3,top_sent_tag_3,top_sent_score_3,top_sent_4,top_sent_tag_4,top_sent_score_4,top_sent_5,top_sent_tag_5,top_sent_score_5
172,Conspiracy,The government lies about their knowledge of terrorist activities.,"Some acts of terrorism, which have resulted in the deaths of many civilians, have been secretly directed by government operatives.",Conspiracy,0.4771894216537475,Government agencies have been secretly involved in the assassination of their own citizens.,Conspiracy,0.4765161275863647,The government keeps many important secrets from the public.,Conspiracy,0.470636636018753,"For strategic reasons, the government permits certain terrorist activities to occur which could otherwise be prevented.",Conspiracy,0.4624173939228058,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",Conspiracy,0.4536783099174499
173,Conspiracy,"There are ongoing, hidden efforts to marginalize, control, or destroy certain groups of people through the use of political policies.",Certain significant world events have been the result of the activity of a small group who secretly manipulate world politics.,Conspiracy,0.4164832234382629,"The human mind can be altered or controlled by certain psychological techniques making them cooperate in certain actions, sometimes illegal.",Controversy,0.4129486978054046,"Since the 2010s, far-right political parties have been gaining ground in many countries, fueled by xenophobia and anti-immigration sentiment.",Fact,0.3872436881065368,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.",Conspiracy,0.3849841356277466,"Some acts of terrorism, which have resulted in the deaths of many civilians, have been secretly directed by government operatives.",Conspiracy,0.3837597668170929
174,Conspiracy,Certain celebrities and/or public figures actually faked their own deaths in order to escape the spotlight.,Certain world leading political figures who died untimely deaths were in fact “taken out” by government operatives.,Conspiracy,0.5558226704597473,High-level politicians have had certain people killed in order to prevent embarrassing events from becoming publicly known.,Conspiracy,0.4907748103141784,"The deaths of certain high-profile public figures have been the result of covert, government-sanctioned operations.",Conspiracy,0.4703416526317596,"Many well-known celebrities, politicians, and wealthy people are members of a secret society which has control over our lives.",Conspiracy,0.4699901938438415,"Several sightings of an individual or group dressed up as clowns who stalk, harass, or otherwise scare random people happened in 2016.",Fiction,0.4451615512371063
175,Conspiracy,Viruses and/or diseases have been deliberately disseminated to infect certain populations.,Some viruses and/or diseases which many people are infected with were created in laboratories as bio-weapons.,Conspiracy,0.6975508332252502,The HIV/aids virus has been genetically engineered to wipe out certain sectors of the population.,Conspiracy,0.6507481932640076,"Diseases are often caused by microorganisms, such as bacteria and viruses.",Fact,0.6160062551498413,"The rapid spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",Conspiracy,0.6026339530944824,Ebola is a man-made virus.,Conspiracy,0.5467696189880371
176,Conspiracy,The government has staged important societal events in order to manipulate voters.,The government is using mind control to manipulate people.,Conspiracy,0.5964281558990479,The government fakes evidence relating to significant world events to deceive citizens.,Conspiracy,0.5944890975952148,The 9/11 attack was staged by the government.,Conspiracy,0.5036842823028564,Government funded scientists manipulate evidence in order to support existing government policy.,Conspiracy,0.4678616225719452,The government has employed people in secret to assassinate others.,Conspiracy,0.4547102749347687
177,Conspiracy,The government fakes evidence relating to significant world events to deceive citizens.,The government has staged important societal events in order to manipulate voters.,Conspiracy,0.5944890975952148,Officials investigating the 9/11 attacks have sought to suppress the emergence of evidence that might contradict the ‘official account’.,Conspiracy,0.4858177304267883,The United States federal government intentionally covered up crucial information in the aftermath of JFK assassination to prevent the conspiracy from being discovered.,Conspiracy,0.4578409194946289,There is historical evidence that conspiracies do occur.,Controversy,0.4537863731384277,Government agencies have been secretly involved in the assassination of their own citizens.,Conspiracy,0.4512118697166443
178,Conspiracy,"Secret organizations communicate with extra terrestrials, but keep this fact from the public.",The Vatican is concealing evidence of alien contact from the public.,Conspiracy,0.5193848609924316,The government keeps many important secrets from the public.,Conspiracy,0.51621013879776,Powerful people in positions of influence are actually reptilian aliens.,Conspiracy,0.4984087944030761,The US government is hiding information about UFOs.,Conspiracy,0.4960204362869262,The United States uses a secret military base known as Area 51 to investigate aliens.,Conspiracy,0.4947488605976105
179,Conspiracy,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,Movies and TV shows featuring aliens are a way of preparing the population for the news that aliens are real and have visited earth.,Conspiracy,0.6539779305458069,Evidence of unidentified flying objects and extraterrestrial visitors is being suppressed by the government.,Conspiracy,0.612009584903717,Americans keep UFOs that landed on Earth hidden at an air base in Roswell.,Conspiracy,0.5742993354797363,Area 51 is full of aliens.,Conspiracy,0.5380340218544006,A UFO and its extraterrestrial crew crash-landed in the New Mexico desert near Roswell.,Fiction,0.5335410237312317
180,Conspiracy,Some existing technologies are the result of reverse engineering alien technology.,Certain natural disasters have in fact been the result of secret testing of powerful and advanced technology with unknown capabilities.,Conspiracy,0.4819445013999939,Technology with mind-control capacities exists and is currently being used on people without their knowledge.,Conspiracy,0.4269286394119262,The invention of the personal computer sparked a technological revolution.,Fact,0.3695850074291229,A UFO crashed in New Mexico in 1947 and technology and alien bodies were recovered. The US military has been trying to cover this up ever since.,Conspiracy,0.362919420003891,Ancient religions are based on extraterrestrial contact.,Conspiracy,0.3557812571525574
181,Conspiracy,Space missions are deliberately sabotaged so that the public does not learn of existing alien activity in the solar system.,"Since 2015, NASA has been on a mission to explore the outer reaches of the Solar System, culminating in a flyby of the dwarf planet Pluto.",Fact,0.5423468351364136,Movies and TV shows featuring aliens are a way of preparing the population for the news that aliens are real and have visited earth.,Conspiracy,0.473060667514801,Area 51 is full of aliens.,Conspiracy,0.456444501876831,Evidence of unidentified flying objects and extraterrestrial visitors is being suppressed by the government.,Conspiracy,0.4245447218418121,A secret program of crewed space fleets exists acting under the United Nations.,Conspiracy,0.4219956994056701
182,Conspiracy,Movies and TV shows featuring aliens are a way of preparing the population for the news that aliens are real and have visited earth.,Reptilian aliens exist.,Conspiracy,0.6697865128517151,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,Conspiracy,0.6539779305458069,An extraterrestrial life-form called Xenu was the ruler of a confederation of planets 70 million years ago who brought billions of alien beings to Earth and then killed them with thermonuclear weapons.,Conspiracy,0.6514284014701843,Area 51 is full of aliens.,Conspiracy,0.6237391233444214,"In 1947, space aliens landed in Roswell, New Mexico, and the government covered it all up.",Conspiracy,0.6223064064979553
183,Conspiracy,The power held by heads of state is second to that of small unknown groups who really control world politics.,The Illuminati is a secret powerful society that is controlling world leaders.,Conspiracy,0.5183200240135193,The Vatican is secretly controlling world leaders - Secretly controlling world leaders through religious influence.,Conspiracy,0.5092642307281494,Certain significant world events have been the result of the activity of a small group who secretly manipulate world politics.,Conspiracy,0.4872113168239593,"A small, secret group of people is responsible for making all major world decisions, such as going to war.",Conspiracy,0.4634992480278015,"Large, influential industries are in fact tightly controlled by a small, secret group of people.",Conspiracy,0.4575234353542328
184,Conspiracy,"A small, secret group of people is actually in control of the world economy.",A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,0.6629903316497803,"A small, secret group of people is responsible for making all major world decisions, such as going to war.",Conspiracy,0.6407469511032104,The Illuminati is a secret powerful society that is controlling world leaders.,Conspiracy,0.6265497803688049,A secret society called Illuminati is controlling world events.,Conspiracy,0.6221888661384583,A single world government is being established through secret means.,Conspiracy,0.6115075349807739
185,Conspiracy,Certain significant world events have been the result of the activity of a small group who secretly manipulate world politics.,The power held by heads of state is second to that of small unknown groups who really control world politics.,Conspiracy,0.4872113168239593,"A small, secret group of people is responsible for making all major world decisions, such as going to war.",Conspiracy,0.483009785413742,"A small, secret group of people is actually in control of the world economy.",Conspiracy,0.47480309009552,High-level politicians have had certain people killed in order to prevent embarrassing events from becoming publicly known.,Conspiracy,0.4624215066432953,"Large, influential industries are in fact tightly controlled by a small, secret group of people.",Conspiracy,0.4593575000762939
186,Conspiracy,"A small, secret group of people is responsible for making all major world decisions, such as going to war.","A small, secret group of people is actually in control of the world economy.",Conspiracy,0.6407469511032104,The Illuminati is a secret powerful society that is controlling world leaders.,Conspiracy,0.5133135914802551,A secret society called Illuminati is controlling world events.,Conspiracy,0.5010855197906494,A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,0.4907703101634979,Certain significant world events have been the result of the activity of a small group who secretly manipulate world politics.,Conspiracy,0.483009785413742
187,Conspiracy,Members of a secret group have infiltrated governments and powerful organizations in order to 1 day bring their group to the point of global control.,A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,0.5831246376037598,A secret society—the Illuminati—has controlled most governments for centuries in order to form one world government.,Conspiracy,0.5682307481765747,A single world government is being established through secret means.,Conspiracy,0.4848668277263641,The Illuminati is a secret powerful society that is controlling world leaders.,Conspiracy,0.4841411709785461,A secret society called Illuminati is controlling world events.,Conspiracy,0.4791010022163391
188,Conspiracy,"Many well-known celebrities, politicians, and wealthy people are members of a secret society which has control over our lives.",The Illuminati is a secret powerful society that is controlling world leaders.,Conspiracy,0.5746685862541199,"George Soros is in control of a large portion of the world's wealth and governments, and he secretly funds a large range of persons and organizations for nefarious purposes.",Conspiracy,0.559762179851532,A secret society called Illuminati is controlling world events.,Conspiracy,0.5477664470672607,Government agencies secretly keep certain outspoken celebrities and citizens under constant surveillance.,Conspiracy,0.51200932264328,A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,0.4891983866691589
189,Conspiracy,"Large, influential industries are in fact tightly controlled by a small, secret group of people.","A small, secret group of people is actually in control of the world economy.",Conspiracy,0.6004518270492554,The Illuminati is a secret powerful society that is controlling world leaders.,Conspiracy,0.5344960689544678,A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,0.4979153573513031,A secret society called Illuminati is controlling world events.,Conspiracy,0.4908178746700287,"A small, secret group of people is responsible for making all major world decisions, such as going to war.",Conspiracy,0.4805350601673126
190,Conspiracy,"Small groups of people are in possession of secret knowledge which would change our understanding of the world, and are deliberately keeping it hidden.","A small, secret group of people is actually in control of the world economy.",Conspiracy,0.4811965227127075,A secret society caled the Bilderberg Group is attempting to control global affairs.,Conspiracy,0.4224052131175995,Certain significant world events have been the result of the activity of a small group who secretly manipulate world politics.,Conspiracy,0.3961109519004822,"There are all sorts of unknown and secret organizations that keep track of what citizens are doing, put impactful events in motion, and make sure that we receive certain news at a particular time. A lot of what we see, hear, think, or do is not a coincidence, but a result of secret organizations that influence us.",Conspiracy,0.3904912769794464,Members of a secret group have infiltrated governments and powerful organizations in order to 1 day bring their group to the point of global control.,Conspiracy,0.3865802884101867
191,Conspiracy,Secret organizations have access to large amounts of personal data on every citizen and sell it to the government.,The government has a large amount of confidential data on every citizen without their knowledge or permission.,Conspiracy,0.6245096325874329,The government keeps many important secrets from the public.,Conspiracy,0.5115160942077637,Government agencies secretly keep certain outspoken celebrities and citizens under constant surveillance.,Conspiracy,0.5003389120101929,"If you log into the government's Cash for Clunkers website (http://cars.gov/) from your home computer, the government can seize all of your personal and private information, and track your computer activity.",Controversy,0.4852851927280426,Government agencies have been secretly involved in the assassination of their own citizens.,Conspiracy,0.4715044200420379
192,Conspiracy,"The rapid spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",Viruses and/or diseases have been deliberately disseminated to infect certain populations.,Conspiracy,0.6026339530944824,Some viruses and/or diseases which many people are infected with were created in laboratories as bio-weapons.,Conspiracy,0.550153374671936,"Diseases are often caused by microorganisms, such as bacteria and viruses.",Fact,0.4683608710765838,The HIV/aids virus has been genetically engineered to wipe out certain sectors of the population.,Conspiracy,0.4628438949584961,Ebola is a man-made virus.,Conspiracy,0.4112314283847809
193,Conspiracy,Experiments involving new drugs are carried out on the general public without their knowledge or consent.,Drugs are deliberately supplied to certain communities in order to marginalize or destroy them.,Conspiracy,0.457803338766098,The government has a large amount of confidential data on every citizen without their knowledge or permission.,Conspiracy,0.384344607591629,Drug companies falsify their data on the effectiveness of their drugs.,Controversy,0.3632899224758148,"In the 1950s, the Central Intelligence Agency administered LSD and related drugs under Project MKULTRA, in an effort to investigate the possibility of “mind control.”.",Fact,0.3504739999771118,"HIV was deliberately created by humans in the laboratory, and the pharmaceutical industry promotes the HIV hypothesis to sell expensive yet harmful antiretroviral drugs.",Conspiracy,0.3469513654708862
194,Conspiracy,"Cures for certain deadly and common diseases exist, but are being deliberately withheld.",Viruses and/or diseases have been deliberately disseminated to infect certain populations.,Conspiracy,0.4841065406799316,The government withholds a lot of information about diseases and their treatments from the public.,Conspiracy,0.4324317872524261,"Progress toward a cure for cancer, AIDS, and other diseases is deliberately being hindered.",Conspiracy,0.4222453236579895,Cures for cancer have been identified; however drug companies have suppressed these.,Conspiracy,0.4191760718822479,Some viruses and/or diseases which many people are infected with were created in laboratories as bio-weapons.,Conspiracy,0.4117030501365661
195,Conspiracy,Certain natural disasters have in fact been the result of secret testing of powerful and advanced technology with unknown capabilities.,Some existing technologies are the result of reverse engineering alien technology.,Conspiracy,0.4819445013999939,Technology with mind-control capacities exists and is currently being used on people without their knowledge.,Conspiracy,0.4545686841011047,Certain significant world events have been the result of the activity of a small group who secretly manipulate world politics.,Conspiracy,0.3828783929347992,Some viruses and/or diseases which many people are infected with were created in laboratories as bio-weapons.,Conspiracy,0.3734963536262512,The HIV/aids virus has been genetically engineered to wipe out certain sectors of the population.,Conspiracy,0.3663225173950195
196,Conspiracy,The pharmaceutical industry administers harmful treatments without people’s consent in order to keep people sick and boost drug sales.,"The medical and pharmaceutical industry deliberately withhold a cure against cancer, in order to continue earning money from cancer patients.",Conspiracy,0.5975801944732666,Pharmaceutical companies and various government agencies conspire to maintain profits by ensuring that the general public uses only conventional medicine.,Conspiracy,0.58586585521698,The Food and Drug Administration deliberately suppresses natural cures due to influence from the pharmaceutical industry.,Conspiracy,0.5823628902435303,Drug companies conspire to keep people sick to reap profits.,Conspiracy,0.5623048543930054,"HIV was deliberately created by humans in the laboratory, and the pharmaceutical industry promotes the HIV hypothesis to sell expensive yet harmful antiretroviral drugs.",Conspiracy,0.558836817741394
197,Conspiracy,Technology with mind-control capacities exists and is currently being used on people without their knowledge.,Certain natural disasters have in fact been the result of secret testing of powerful and advanced technology with unknown capabilities.,Conspiracy,0.4545686841011047,Advanced technology is secretly used to placate the people and suppress dissent.,Conspiracy,0.4408676028251648,Some existing technologies are the result of reverse engineering alien technology.,Conspiracy,0.4269286394119262,The government is using mind control to manipulate people.,Conspiracy,0.394035279750824,New and better technology is suppressed by those whose current business would be disrupted by it.,Conspiracy,0.387110948562622
198,Conspiracy,The government withholds a lot of information about diseases and their treatments from the public.,The US government deliberately conceals a lot of information from the public.,Controversy,0.5826930999755859,The government keeps many important secrets from the public.,Conspiracy,0.520263671875,Pharmaceutical companies and various government agencies conspire to maintain profits by ensuring that the general public uses only conventional medicine.,Conspiracy,0.4690583944320678,The government has a large amount of confidential data on every citizen without their knowledge or permission.,Conspiracy,0.4460905492305755,The government covers up the existence of toxins in the food supply.,Conspiracy,0.4418702125549316
199,Conspiracy,Certain chemicals are put in the water supply in order to control the people.,Fluoridated drinking water is a ploy to control minds.,Conspiracy,0.526921272277832,Water fluoridation is the controlled addition of fluoride to a public water supply to reduce tooth decay.,Fact,0.3887705206871032,Government aircrafts are deliberately spraying chemicals into the atmosphere.,Conspiracy,0.3751475811004638,The government is using mind control to manipulate people.,Conspiracy,0.3707318603992462,"In spite of evidence that fluoride is extremely toxic, authorities continue to add fluoride to our water supplies, because to do otherwise would be to admit liability.",Conspiracy,0.3667972981929779
200,Conspiracy,Groups of scientists deliberately attempt to create panic about future risks because it is in their interests to do so.,"because many people have invested in renewable-energy companies, they stand to lose a lot of money if global warming is shown to be a myth. Environmental groups therefore bribe climate scientists to doctor their data so that they are able to secure their financial investment in green energy.",Conspiracy,0.4366264939308166,Groups of scientists ensure that only evidence which supports a pre-determined conclusion is made known to the public.,Conspiracy,0.4200022518634796,Certain groups of scientists fabricate data in support of a particular scientific theory out of self-interest.,Conspiracy,0.4011427760124206,the peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,Conspiracy,0.3643553853034973,the threat of global warming is an attempt to promote nuclear power.,Conspiracy,0.3394542634487152
201,Conspiracy,Advanced technology is secretly used to placate the people and suppress dissent.,New and better technology is suppressed by those whose current business would be disrupted by it.,Conspiracy,0.4885907173156738,Technology with mind-control capacities exists and is currently being used on people without their knowledge.,Conspiracy,0.4408676028251648,"The Church is suppressing scientific advances, hidden them away from the public.",Conspiracy,0.4239903390407562,The government is using mind control to manipulate people.,Conspiracy,0.4096234440803528,the peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,Conspiracy,0.4057494401931762
202,Conspiracy,"Progress toward a cure for cancer, AIDS, and other diseases is deliberately being hindered.","The medical and pharmaceutical industry deliberately withhold a cure against cancer, in order to continue earning money from cancer patients.",Conspiracy,0.5798549056053162,Big Pharma covers up cures for cancer.,Conspiracy,0.4903388917446136,The government deliberately spread the AIDS virus in the homosexual community.,Conspiracy,0.4392218589782715,"Cures for certain deadly and common diseases exist, but are being deliberately withheld.",Conspiracy,0.4222453236579895,The government deliberately spread the AIDS virus in the black community.,Conspiracy,0.4122774600982666
203,Conspiracy,Some viruses and/or diseases which many people are infected with were created in laboratories as bio-weapons.,Viruses and/or diseases have been deliberately disseminated to infect certain populations.,Conspiracy,0.6975508332252502,"Diseases are often caused by microorganisms, such as bacteria and viruses.",Fact,0.6089711785316467,The AIDS virus was created deliberately in a government laboratory.,Conspiracy,0.5772183537483215,The HIV/aids virus has been genetically engineered to wipe out certain sectors of the population.,Conspiracy,0.5645952820777893,The COVID-19 virus came from a U.S. military laboratory.,Controversy,0.5507304072380066
204,Conspiracy,Family planning policies are part of a plot to control and limit certain populations.,Vaccines are a form of population control.,Conspiracy,0.440512090921402,COVID-19 pandemic is intentionally used for the genocide of domestic population to make a room for migrants to move in.,Conspiracy,0.4046503603458404,COVID-19 is a biological weapon intended to eliminate the overcrowded human population.,Conspiracy,0.3854283094406128,There is a massive Muslim plot to islamize Europe through mass immigration and high birth rates.,Conspiracy,0.3721074759960174,Lockdown and vaccination are government means to control the masses.,Conspiracy,0.3714417815208435
205,Conspiracy,Drugs are deliberately supplied to certain communities in order to marginalize or destroy them.,The police are deliberately allowing drugs into poorer communities.,Conspiracy,0.6140168309211731,Illicit drugs such as heroin are deliberately spread through ethnic minority communities.,Conspiracy,0.5960525870323181,The American government deliberately put drugs into the inner city communities.,Conspiracy,0.5357365012168884,Experiments involving new drugs are carried out on the general public without their knowledge or consent.,Conspiracy,0.457803338766098,The War on Drugs is a Failed Policy.,Controversy,0.4004785716533661
206,Conspiracy,New and better technology is suppressed by those whose current business would be disrupted by it.,Advanced technology is secretly used to placate the people and suppress dissent.,Conspiracy,0.4885907173156738,Technology with mind-control capacities exists and is currently being used on people without their knowledge.,Conspiracy,0.387110948562622,Modern technology is a form of sorcery designed by hostile Western plots to harm or control others.,Conspiracy,0.3666596412658691,Some existing technologies are the result of reverse engineering alien technology.,Conspiracy,0.3404427468776703,"COVID-19 (coronavirus) epidemic could have been stopped right at the start, but the large companies made a business out of keeping it going.",Conspiracy,0.3112848699092865
207,Conspiracy,Groups of scientists ensure that only evidence which supports a pre-determined conclusion is made known to the public.,Certain groups of scientists fabricate data in support of a particular scientific theory out of self-interest.,Conspiracy,0.5026203989982605,The media ensures that only certain information is made known to the public.,Conspiracy,0.4605943262577057,Groups of scientists deliberately attempt to create panic about future risks because it is in their interests to do so.,Conspiracy,0.4200022518634796,Government funded scientists manipulate evidence in order to support existing government policy.,Conspiracy,0.4110057055950165,the peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,Conspiracy,0.3936462104320526
208,Conspiracy,Government funded scientists manipulate evidence in order to support existing government policy.,The government is using mind control to manipulate people.,Conspiracy,0.4872693419456482,The government has staged important societal events in order to manipulate voters.,Conspiracy,0.4678616225719452,The government fakes evidence relating to significant world events to deceive citizens.,Conspiracy,0.4406750500202179,"HAARP, a radio-technology research program funded by the US government, is a secret weather-controlling system.",Conspiracy,0.435786634683609,the peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,Conspiracy,0.4289475083351135
209,Conspiracy,The media ensures that only certain information is made known to the public.,The US government deliberately conceals a lot of information from the public.,Controversy,0.506112277507782,Groups of scientists ensure that only evidence which supports a pre-determined conclusion is made known to the public.,Conspiracy,0.4605943262577057,The government has a large amount of confidential data on every citizen without their knowledge or permission.,Conspiracy,0.4299738705158233,The government keeps many important secrets from the public.,Conspiracy,0.425476610660553,The Vatican is secretly influencing the media to spread their message.,Conspiracy,0.3839467167854309
210,Conspiracy,Certain groups of scientists fabricate data in support of a particular scientific theory out of self-interest.,Groups of scientists ensure that only evidence which supports a pre-determined conclusion is made known to the public.,Conspiracy,0.5026203989982605,the peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,Conspiracy,0.4887091219425201,"The word theory in ""the theory of evolution"" implies scientific doubt regarding its validity.",Misconception,0.479863554239273,"The scientific theory of evolution is a contributor to communism, fascism, atheism, eugenics, and in particular Nazi atrocities in the Holocaust.",Conspiracy,0.4674150049686432,scientific consensus on global warming is based on conspiracies to produce manipulated data or suppress dissent for ideological or financial reasons.,Conspiracy,0.4632170796394348
211,Conspiracy,The government has a large amount of confidential data on every citizen without their knowledge or permission.,Secret organizations have access to large amounts of personal data on every citizen and sell it to the government.,Conspiracy,0.6245096325874329,The government keeps many important secrets from the public.,Conspiracy,0.551607608795166,The US government deliberately conceals a lot of information from the public.,Controversy,0.5327719449996948,Government agencies secretly keep certain outspoken celebrities and citizens under constant surveillance.,Conspiracy,0.5293277502059937,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",Conspiracy,0.5231141448020935
212,Conspiracy,"The government is involved in the murder of innocent citizens and/or well-known public figures, and keeps this a secret.",The government has employed people in secret to assassinate others.,Conspiracy,0.5987813472747803,The government keeps many important secrets from the public.,Conspiracy,0.5884348154067993,The government has a large amount of confidential data on every citizen without their knowledge or permission.,Conspiracy,0.5231141448020935,Government agencies have been secretly involved in the assassination of their own citizens.,Conspiracy,0.5150328278541565,The US government deliberately conceals a lot of information from the public.,Controversy,0.5002455115318298
213,Conspiracy,"The government permits or perpetrates acts of terrorism on its own soil, disguising its involvement.","Some acts of terrorism, which have resulted in the deaths of many civilians, have been secretly directed by government operatives.",Conspiracy,0.5707424283027649,"For strategic reasons, the government permits certain terrorist activities to occur which could otherwise be prevented.",Conspiracy,0.453858345746994,The 9/11 attack was staged by the government.,Conspiracy,0.4389495551586151,The government lies about their knowledge of terrorist activities.,Conspiracy,0.4378156960010528,The Golden Chain is actually a list of suspected foreign government sponsors of the 9/11 terrorist attacks.,Conspiracy,0.4346362650394439
214,Conspiracy,"Government and military exercises (or ‘war games’) were intentionally held on September 11, 2001 to deliberately confuse military personnel and therefore to allow the attacks to take place.","The US military were ordered to ‘stand down’ (that is, not to respond) prior to the 9/11 attacks so as to allow the attacks to occur.",Conspiracy,0.6335858106613159,The US government allowed the 9/11 attacks to take place so that it would have an excuse to achieve foreign (e.g. wars in Afghanistan and Iraq) and domestic (e.g. attacks on civil liberties) goals that had been determined prior to the attacks.,Conspiracy,0.6246903538703918,"The United States carried out the attacks of 11 September 2001 themselves, in order to invade countries in the Middle East and make Islam look bad.",Conspiracy,0.585112452507019,The fact that neither George W. Bush nor his security personnel responded to the 9/11 attacks in a manner that indicated the President might be in danger is proof that they had privileged access to the planning and execution of the attacks.,Conspiracy,0.531374454498291,The 9/11 attack was staged by the government.,Conspiracy,0.5042932033538818
215,Conspiracy,The World Trade Centre towers were brought down by a controlled demolition.,"The World Trade Centre was destroyed, not by planes that crashed into it, nor by the fires that followed, but by explosives or other devices planted in the building.",Conspiracy,0.6026593446731567,The 9/11 attack was staged by the government.,Conspiracy,0.60247802734375,Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,Conspiracy,0.5988746881484985,9/11 was purely a plane accident.,Conspiracy,0.5645676255226135,Intact windows at the Pentagon and a lack of debris prove that the Pentagon was not hit by an aircraft.,Conspiracy,0.4825421571731567
216,Conspiracy,"The World Trade Centre was destroyed, not by planes that crashed into it, nor by the fires that followed, but by explosives or other devices planted in the building.",The World Trade Centre towers were brought down by a controlled demolition.,Conspiracy,0.6026593446731567,Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,Conspiracy,0.5611758232116699,Intact windows at the Pentagon and a lack of debris prove that the Pentagon was not hit by an aircraft.,Conspiracy,0.5250489711761475,"Pentagon explosion on 9/11 was caused by a missile, fired as the opening salvo of a coup d’etat by the military-industrial complex, rather than by American Airlines Flight 77.",Conspiracy,0.5216890573501587,9/11 was purely a plane accident.,Conspiracy,0.5155349373817444
217,Conspiracy,"Because successful air-ground connections are near impossible, mobile phone calls from passengers on allegedly hijacked planes were likely fabrications or never made at all.",Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,Conspiracy,0.4179798662662506,"Because they had foreknowledge of the attacks, a number of individuals and/or companies were able to make a profit by selling shares in trades likely to be affected the attacks (e.g. airline companies).",Conspiracy,0.4120844304561615,A lot of the things that people call conspiracies are just coincidence.,Controversy,0.3897216320037842,"While conspiracies DO happen, they’re not as common as people think.",Controversy,0.3874098658561706,9/11 was purely a plane accident.,Conspiracy,0.3674681186676025
218,Conspiracy,Intact windows at the Pentagon and a lack of debris prove that the Pentagon was not hit by an aircraft.,"The Pentagon was not hit by a passenger aircraft but something smaller, possibly a missile.",Conspiracy,0.6996192336082458,"Pentagon explosion on 9/11 was caused by a missile, fired as the opening salvo of a coup d’etat by the military-industrial complex, rather than by American Airlines Flight 77.",Conspiracy,0.6049495339393616,Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,Conspiracy,0.5637213587760925,"The World Trade Centre was destroyed, not by planes that crashed into it, nor by the fires that followed, but by explosives or other devices planted in the building.",Conspiracy,0.5250489711761475,9/11 was purely a plane accident.,Conspiracy,0.521149218082428
219,Conspiracy,"The Pentagon was not hit by a passenger aircraft but something smaller, possibly a missile.",Intact windows at the Pentagon and a lack of debris prove that the Pentagon was not hit by an aircraft.,Conspiracy,0.6996192336082458,"Pentagon explosion on 9/11 was caused by a missile, fired as the opening salvo of a coup d’etat by the military-industrial complex, rather than by American Airlines Flight 77.",Conspiracy,0.6580684781074524,the 1996 crash of TWA flight 800 was caused by a U.S. military missile.,Conspiracy,0.584027886390686,"United Airlines Flight 93, which is said to have crashed in Pennsylvania, was actually downed by the US military.",Conspiracy,0.5336949825286865,9/11 was purely a plane accident.,Conspiracy,0.5322523713111877
220,Conspiracy,"United Airlines Flight 93, which is said to have crashed in Pennsylvania, was actually downed by the US military.",the 1996 crash of TWA flight 800 was caused by a U.S. military missile.,Conspiracy,0.6673490405082703,"Pentagon explosion on 9/11 was caused by a missile, fired as the opening salvo of a coup d’etat by the military-industrial complex, rather than by American Airlines Flight 77.",Conspiracy,0.5646848082542419,9/11 was purely a plane accident.,Conspiracy,0.5425551533699036,The US government is behind the disappearance of Malaysia Airlines Flight 370.,Conspiracy,0.5342725515365601,"The Pentagon was not hit by a passenger aircraft but something smaller, possibly a missile.",Conspiracy,0.5336949825286865
221,Conspiracy,"The US military were ordered to ‘stand down’ (that is, not to respond) prior to the 9/11 attacks so as to allow the attacks to occur.",The US government allowed the 9/11 attacks to take place so that it would have an excuse to achieve foreign (e.g. wars in Afghanistan and Iraq) and domestic (e.g. attacks on civil liberties) goals that had been determined prior to the attacks.,Conspiracy,0.6623170375823975,The fact that neither George W. Bush nor his security personnel responded to the 9/11 attacks in a manner that indicated the President might be in danger is proof that they had privileged access to the planning and execution of the attacks.,Conspiracy,0.6490083336830139,"Government and military exercises (or ‘war games’) were intentionally held on September 11, 2001 to deliberately confuse military personnel and therefore to allow the attacks to take place.",Conspiracy,0.6335858106613159,"The United States carried out the attacks of 11 September 2001 themselves, in order to invade countries in the Middle East and make Islam look bad.",Conspiracy,0.6128868460655212,The 9/11 attack was staged by the government.,Conspiracy,0.5853971242904663
