name,tags,sub_tags,True or not?,Previous Tags,Comment,paper link,data_source,GPT3 believes?,text,text_len
"The Pentagon was not hit by a passenger aircraft but something smaller, possibly a missile",Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,"The Pentagon was not hit by a passenger aircraft but something smaller, possibly a missile.",90
"United Airlines Flight 93, which is said to have crashed in Pennsylvania, was actually downed by the US military",Conspiracy,Political,Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,"United Airlines Flight 93, which is said to have crashed in Pennsylvania, was actually downed by the US military.",112
"The US military were ordered to ‘stand down’ (that is, not to respond) prior to the 9/11 attacks so as to allow the attacks to occur",Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,"The US military were ordered to ‘stand down’ (that is, not to respond) prior to the 9/11 attacks so as to allow the attacks to occur.",132
Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks,Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,Reports that some of the 9/11 plane hijackers are still alive prove that others were responsible for the attacks.,112
The fact that the US government is withholding information about the 9/11 attacks is evidence of a cover-up,Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,The fact that the US government is withholding information about the 9/11 attacks is evidence of a cover-up.,107
"Officials investigating the 9/11 attacks have sought to suppress the emergence of evidence that
might contradict the ‘official account’",Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,Officials investigating the 9/11 attacks have sought to suppress the emergence of evidence that might contradict the ‘official account’.,135
"Because they had foreknowledge of the attacks, a number of individuals and/or companies were able to make a profit by selling shares in trades likely to
be affected the attacks (e.g. airline companies)",Conspiracy,"9/11, Company / Pharmacy / Organization, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,"Because they had foreknowledge of the attacks, a number of individuals and/or companies were able to make a profit by selling shares in trades likely to be affected the attacks (e.g. airline companies).",201
"The US government allowed the 9/11 attacks to take place so that it would have an excuse to achieve foreign (e.g. wars in Afghanistan and Iraq)
and domestic (e.g. attacks on civil liberties) goals that had been determined prior to the attacks",Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,The US government allowed the 9/11 attacks to take place so that it would have an excuse to achieve foreign (e.g. wars in Afghanistan and Iraq) and domestic (e.g. attacks on civil liberties) goals that had been determined prior to the attacks.,242
The fact that neither George W. Bush nor his security personnel responded to the 9/11 attacks in a manner that indicated the President might be in danger is proof that they had privileged access to the planning and execution of the attacks,Conspiracy,"9/11, Political",Dont Know,"9/11, Conspiracy, Unanswered Questions paper",,https://www.researchgate.net/publication/229777315_Unanswered_Questions_A_Preliminary_Investigation_of_Personality_and_Individual_Difference_Predictors_of_911_Conspiracist_Beliefs,CT papers,,The fact that neither George W. Bush nor his security personnel responded to the 9/11 attacks in a manner that indicated the President might be in danger is proof that they had privileged access to the planning and execution of the attacks.,239
"One or more rogue ‘cells’ in the British Secret Service constructed and carried
out a plot to kill Diana.",Conspiracy,Political,Dont Know,"Conspiracy, Diana",,https://kar.kent.ac.uk/18928/1/Douglas%20&%20Sutton%202008%20JSP.pdf,CT papers,,One or more rogue ‘cells’ in the British Secret Service constructed and carried out a plot to kill Diana.,105
"There was an official campaign by MI6 to assassinate Diana, sanctioned by
elements of the establishment.",Conspiracy,Political,Dont Know,"Conspiracy, Diana",,https://kar.kent.ac.uk/18928/1/Douglas%20&%20Sutton%202008%20JSP.pdf,CT papers,,"There was an official campaign by MI6 to assassinate Diana, sanctioned by elements of the establishment.",104
Diana faked her own death so she and Dodi could retreat into isolation.,Conspiracy,Political,Dont Know,"Conspiracy, Diana",,https://kar.kent.ac.uk/18928/1/Douglas%20&%20Sutton%202008%20JSP.pdf,CT papers,,Diana faked her own death so she and Dodi could retreat into isolation.,71
"Diana had to be killed because the British government could not accept that the
mother of the future king was involved with a Muslim Arab.",Conspiracy,Political,Dont Know,"Conspiracy, Diana",,https://kar.kent.ac.uk/18928/1/Douglas%20&%20Sutton%202008%20JSP.pdf,CT papers,,Diana had to be killed because the British government could not accept that the mother of the future king was involved with a Muslim Arab.,138
The European Union is trying to take control of the United Kingdom,Conspiracy,Political,Dont Know,Conspiracy,,https://www.researchgate.net/profile/Patrick-Leman/publication/285852159_A_major_event_has_a_major_cause_Evidence_for_the_role_of_heuristics_in_reasoning_about_conspiracy_theories/links/5de0d2b4a6fdcc2837f3ee98/A-major-event-has-a-major-cause-Evidence-for-the-role-of-heuristics-in-reasoning-about-conspiracy-theories.pdf,CT papers,,The European Union is trying to take control of the United Kingdom.,66
The government covers up the existence of toxins in the food supply,Conspiracy,"Political, Science",Dont Know,Conspiracy,,https://www.researchgate.net/profile/Patrick-Leman/publication/285852159_A_major_event_has_a_major_cause_Evidence_for_the_role_of_heuristics_in_reasoning_about_conspiracy_theories/links/5de0d2b4a6fdcc2837f3ee98/A-major-event-has-a-major-cause-Evidence-for-the-role-of-heuristics-in-reasoning-about-conspiracy-theories.pdf,CT papers,,The government covers up the existence of toxins in the food supply.,67
Nobody is conspiring to overthrow the traditional authorities,Controversy,Political,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Nobody is conspiring to overthrow the traditional authorities.,61
Governments routinely do things in secret without telling us,Controversy,Political,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Governments routinely do things in secret without telling us.,60
"As a general rule, governments and other groups, do NOT have secret plans",Controversy,Political,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"As a general rule, governments and other groups, do NOT have secret plans.",73
Throughout history people have secretly planned to get their own way,Controversy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Throughout history people have secretly planned to get their own way.,68
"While conspiracies DO happen, they’re not as common as people think",Controversy,Others,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"While conspiracies DO happen, they’re not as common as people think.",67
There is historical evidence that conspiracies do occur,Controversy,Others,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,There is historical evidence that conspiracies do occur.,55
A lot of the things that people call conspiracies are just coincidence,Controversy,Others,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,A lot of the things that people call conspiracies are just coincidence.,70
"No doubt, there are people out there secretly planning to change the social
order",Controversy,Others,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"No doubt, there are people out there secretly planning to change the social order.",81
"Sometimes, things just happen without anyone being behind them",Controversy,Others,Dont Know,"Conspiracy, General Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"Sometimes, things just happen without anyone being behind them.",62
"The global elite hold regular secret meetings in a top-secret location to determine the
course of world politics.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The global elite hold regular secret meetings in a top-secret location to determine the course of world politics.,113
"Lee Harvey Oswald did not act alone in the assassination of President John F. Kennedy – FBI, CIA or the Mafia likely played a role.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"Lee Harvey Oswald did not act alone in the assassination of President John F. Kennedy – FBI, CIA or the Mafia likely played a role.",131
Computer companies deliberately release programs with errors in order to sell future upgrades,Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Computer companies deliberately release programs with errors in order to sell future upgrades.,93
"Cures for cancer have been identified; however drug companies have suppressed
these.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Cures for cancer have been identified; however drug companies have suppressed these.,84
The war in Iraq has less to do with promoting democracy than it does with controlling oil production in the East.,Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The war in Iraq has less to do with promoting democracy than it does with controlling oil production in the East.,113
"Pharmaceutical companies and various government agencies conspire to maintain
profits by ensuring that the general public uses only conventional medicine.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Pharmaceutical companies and various government agencies conspire to maintain profits by ensuring that the general public uses only conventional medicine.,154
"Car manufacturers and oil producers collude to suppress the development of
environmentally friendly alternatives to the internal-combustion engine.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Car manufacturers and oil producers collude to suppress the development of environmentally friendly alternatives to the internal-combustion engine.,147
Asian countries are deliberately conspiring to destroy the Western economy,Conspiracy,Regional,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Asian countries are deliberately conspiring to destroy the Western economy.,74
The CIA was involved in the assassination of Martin Luther King,Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The CIA was involved in the assassination of Martin Luther King.,63
The police are deliberately allowing drugs into poorer communities,Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The police are deliberately allowing drugs into poorer communities.,66
"A UFO crashed in New Mexico in 1947 and technology and alien bodies were
recovered. The US military has been trying to cover this up ever since.",Conspiracy,"Political, Science",Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,A UFO crashed in New Mexico in 1947 and technology and alien bodies were recovered. The US military has been trying to cover this up ever since.,144
"United States President Barack Obama’s birth certificate, stating that he was born in Hawaii, is a forgery.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"United States President Barack Obama’s birth certificate, stating that he was born in Hawaii, is a forgery.",107
"The mass suicide of Jonestown was actually a CIA-backed exercise in mind control and
brainwashing.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The mass suicide of Jonestown was actually a CIA-backed exercise in mind control and brainwashing.,98
Drug companies conspire to keep people sick to reap profits,Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Drug companies conspire to keep people sick to reap profits.,59
The United States uses a secret military base known as Area 51 to investigate aliens,Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The United States uses a secret military base known as Area 51 to investigate aliens.,84
Scientologists control Hollywood.,Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Scientologists control Hollywood.,33
"There have been many forms of free energy around for decades, but the corporations
that rule oil and gas are snuffing them out.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"There have been many forms of free energy around for decades, but the corporations that rule oil and gas are snuffing them out.",127
"Social networking sites, such as Facebook and Twitter, have been created or financed
by governments in order to spy on users.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"Social networking sites, such as Facebook and Twitter, have been created or financed by governments in order to spy on users.",125
"In spite of evidence that fluoride is extremely toxic, authorities continue to add
fluoride to our water supplies, because to do otherwise would be to admit liability.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"In spite of evidence that fluoride is extremely toxic, authorities continue to add fluoride to our water supplies, because to do otherwise would be to admit liability.",167
"There is a deliberate government conspiracy to suppress the rights and prospects of
Māori in New Zealand.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,There is a deliberate government conspiracy to suppress the rights and prospects of Māori in New Zealand.,105
"The New Zealand government has covered up evidence that genetically modified crops
have contaminated our agricultural system.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The New Zealand government has covered up evidence that genetically modified crops have contaminated our agricultural system.,125
The Holocaust has been grossly exaggerated,Conspiracy,History,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The Holocaust has been grossly exaggerated.,42
"The bird flu virus in East Asia was a manmade virus designed to disrupt the economy
of the region.",Conspiracy,Science,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The bird flu virus in East Asia was a manmade virus designed to disrupt the economy of the region.,98
"The CIA and the US Department of Defence spent millions of dollars on developing a
psychic surveillance program.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The CIA and the US Department of Defence spent millions of dollars on developing a psychic surveillance program.,112
"There is a deliberate plan to advantage Māori, and other minorities, at the expense of
mainstream New Zealanders.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,"There is a deliberate plan to advantage Māori, and other minorities, at the expense of mainstream New Zealanders.",113
"Somebody or something is injuring or killing cattle around the world with surgical
precision and world governments are trying to cover this up.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Somebody or something is injuring or killing cattle around the world with surgical precision and world governments are trying to cover this up.,143
"Worldwide governments and the military have been spraying mysterious substances
into the atmosphere under the cover of normal aircraft contrails.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Worldwide governments and the military have been spraying mysterious substances into the atmosphere under the cover of normal aircraft contrails.,145
Elvis Presley is still alive,Conspiracy,Others,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Elvis Presley is still alive.,28
"Barcodes on everyday products are used by the government to track and spy on its
citizens.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Barcodes on everyday products are used by the government to track and spy on its citizens.,90
"U.S. and Indian militaries deliberately caused the Indian Ocean tsunamis with
electromagnetic pulse technology.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,U.S. and Indian militaries deliberately caused the Indian Ocean tsunamis with electromagnetic pulse technology.,111
There is a Jewish plot for worldwide domination,Conspiracy,Religion,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,There is a Jewish plot for worldwide domination.,47
Microsoft sends antisemitic messages through the Wingdings font,Conspiracy,"Company / Pharmacy / Organization, Religion",Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Microsoft sends antisemitic messages through the Wingdings font.,63
"Pharmaceutical companies are in league with some medical practitioners to invent
new diseases.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Pharmaceutical companies are in league with some medical practitioners to invent new diseases.,94
The New Zealand government uses any means possible to spy on its citizens,Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The New Zealand government uses any means possible to spy on its citizens.,73
"The Bali bombing was carried out by the CIA in order to encourage support for the Iraq
war.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The Bali bombing was carried out by the CIA in order to encourage support for the Iraq war.,91
The All Blacks were deliberately poisoned before the 1995 rugby world cup final,Conspiracy,Racial,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The All Blacks were deliberately poisoned before the 1995 rugby world cup final.,79
"Many of the major events in recent world history have been caused by a Jewish
conspiracy.",Conspiracy,Religion,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Many of the major events in recent world history have been caused by a Jewish conspiracy.,89
"Big business has deliberately suppressed evidence that Aspartame (a chemical
sweetener) is an extremely potent poison.",Conspiracy,Company / Pharmacy / Organization,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Big business has deliberately suppressed evidence that Aspartame (a chemical sweetener) is an extremely potent poison.,118
"At least some of the apparent killings of kidnapped Westerners in Iraq were faked by
the American military.",Conspiracy,Political,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,At least some of the apparent killings of kidnapped Westerners in Iraq were faked by the American military.,107
"The HIV virus has been deliberately spread amongst groups such as homosexuals and
African Americans.",Conspiracy,"Gender / Sexual Orientation, Racial",Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,The HIV virus has been deliberately spread amongst groups such as homosexuals and African Americans.,100
"Illicit drugs such as heroin are deliberately spread through ethnic minority
communities.",Conspiracy,Racial,Dont Know,"Conspiracy, Specific Conspiracy Scale",,https://researcharchive.vuw.ac.nz/xmlui/bitstream/handle/10063/6420/thesis_access.pdf?sequence=1,CT papers,,Illicit drugs such as heroin are deliberately spread through ethnic minority communities.,89
Marilyn Monroe’s death was part of a communist conspiracy,Conspiracy,Political,False,Conspiracy,,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,,Marilyn Monroe’s death was part of a communist conspiracy.,57
"Marilyn Monroe and Robert F. Kennedy had an affair and she was killed by either the FBI or the CIA, who wished to use the murder as a ""point of pressure” against the Kennedys",Conspiracy,Political,False,Conspiracy,,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,,"Marilyn Monroe and Robert F. Kennedy had an affair and she was killed by either the FBI or the CIA, who wished to use the murder as a ""point of pressure” against the Kennedys.",174
Monroe had been murdered by Hoffa and mob boss Sam Giancana,Conspiracy,Political,False,Conspiracy,,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,,Monroe had been murdered by Hoffa and mob boss Sam Giancana.,59
"Hitler and Braun did not commit suicide, but actually escaped to Argentina.",Conspiracy,Political,False,Conspiracy,,https://e-space.mmu.ac.uk/619337/1/dJPSp2012Drinkwater_1.pdf,CT papers,,"Hitler and Braun did not commit suicide, but actually escaped to Argentina.",75
Jews working in high-power jobs in the media spreading propaganda to gain support for Israel,Conspiracy,Religion,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Jews working in high-power jobs in the media spreading propaganda to gain support for Israel.,92
Advertisers flash subliminal images in television advertisements,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Advertisers flash subliminal images in television advertisements.,64
Supermarkets use undetectable gasses (smells) in shops to change a person’s mood to encourage sales,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Supermarkets use undetectable gasses (smells) in shops to change a person’s mood to encourage sales.,99
Advertisers target specific audiences through their choice of timing of advertisements in programs,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Advertisers target specific audiences through their choice of timing of advertisements in programs.,98
"Shops trick you with pricing: i.e., putting up prices for a few minutes, then down claiming big discounts",Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,"Shops trick you with pricing: i.e., putting up prices for a few minutes, then down claiming big discounts.",105
Junk mailers use “sneaky tactics” to get people to open the envelope,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Junk mailers use “sneaky tactics” to get people to open the envelope.,68
Advertisers disguise their ads in envelopes appearing to be official government documents,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Advertisers disguise their ads in envelopes appearing to be official government documents.,89
Alcohol and tobacco companies sponsor various events to appeal to particular groups,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Alcohol and tobacco companies sponsor various events to appeal to particular groups.,83
Drug companies falsify their data on the effectiveness of their drugs,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Drug companies falsify their data on the effectiveness of their drugs.,69
Drug companies bribe doctors with presents and conferences to prescribe their drugs,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Drug companies bribe doctors with presents and conferences to prescribe their drugs.,83
Tobacco companies actually approve of cigarette smuggling,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Tobacco companies actually approve of cigarette smuggling.,57
Tobacco companies try to get around the advertising laws in every country,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Tobacco companies try to get around the advertising laws in every country.,73
"Various companies (mining, tobacco, drug) bribe politicians in any country they can to get laws passed to protect them",Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,"Various companies (mining, tobacco, drug) bribe politicians in any country they can to get laws passed to protect them.",118
Drug companies torture millions of animals in trials,Controversy,Company / Pharmacy / Organization,Dont Know,"Ad realted, commercial conspiracy theory",,https://www.frontiersin.org/articles/10.3389/fpsyg.2013.00379/full,CT papers,,Drug companies torture millions of animals in trials.,52
